Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Dewpoint Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Solar Azimuth Angle [deg](Daily),Environment:Site Solar Altitude Angle [deg](Daily),MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily),SCENARIO_2_WATERHEATER:Water Heater Heating Energy [J](Daily),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 04/03  17:00:00,,,,,,,,,,61254824.91024093,0.0,6069152.065174829 
 04/03  18:00:00,,,,,,,,,,67914073.47621953,0.0,5695118.053071065 
 04/03  19:00:00,,,,,,,,,,75273843.42603326,0.0,3916578.9898380362 
 04/03  20:00:00,,,,,,,,,,187419222.5698146,0.0,6272085.839675577 
 04/03  21:00:00,,,,,,,,,,203908196.2145751,0.0,6272342.174787778 
 04/03  22:00:00,,,,,,,,,,210856570.87065566,0.0,6241922.16040363 
 04/03  23:00:00,,,,,,,,,,220691034.2464004,0.0,3339296.514321888 
 04/03  24:00:00,2.9213541666666667,-0.4765625000000002,1.4870566715339972,62.638020833333336,244.1875,171.73156599181917,4.4659035737685455,33650302.701257676,0.0,224588534.62456924,0.0,6241283.241136638 
 04/04  01:00:00,,,,,,,,,,227869616.0041039,0.0,3339296.514321888 
 04/04  02:00:00,,,,,,,,,,225311890.4207725,0.0,5993945.573779168 
 04/04  03:00:00,,,,,,,,,,211529401.1639195,0.0,3339296.514321888 
 04/04  04:00:00,,,,,,,,,,194388874.09727898,0.0,3339296.514321888 
 04/04  05:00:00,,,,,,,,,,180856578.86812592,0.0,3339296.514321888 
 04/04  06:00:00,,,,,,,,,,177470297.28748268,0.0,5993700.617122557 
 04/04  07:00:00,,,,,,,,,,176298442.3178479,0.0,3518597.223913986 
 04/04  08:00:00,,,,,,,,,,81962821.13692501,0.0,6061629.884308673 
 04/04  09:00:00,,,,,,,,,,82910176.02328146,0.0,6408472.572667636 
 04/04  10:00:00,,,,,,,,,,84375365.86389121,0.0,6408325.855168844 
 04/04  11:00:00,,,,,,,,,,78316305.15763867,0.0,4679541.406246997 
 04/04  12:00:00,,,,,,,,,,66849410.936307445,0.0,4728351.91790173 
 04/04  13:00:00,,,,,,,,,,56869745.52668379,0.0,3339296.514321888 
 04/04  14:00:00,,,,,,,,,,47126499.95648832,0.0,6069145.303322546 
 04/04  15:00:00,,,,,,,,,,37889028.9870709,0.0,3339296.514321888 
 04/04  16:00:00,,,,,,,,,,28188163.408309393,0.0,6069173.828037556 
 04/04  17:00:00,,,,,,,,,,20059469.78341031,0.0,3339296.514321888 
 04/04  18:00:00,,,,,,,,,,17615828.21035843,0.0,6272441.845351923 
 04/04  19:00:00,,,,,,,,,,17766684.461200766,0.0,6272947.743258292 
 04/04  20:00:00,,,,,,,,,,108192274.43238065,0.0,3339296.514321888 
 04/04  21:00:00,,,,,,,,,,106044512.9805391,0.0,6272856.944766043 
 04/04  22:00:00,,,,,,,,,,106802902.61921167,0.0,6241423.052809812 
 04/04  23:00:00,,,,,,,,,,119347539.504666,0.0,6241900.190222369 
 04/04  24:00:00,6.652604166666666,5.303125,6.027662113475853,27.080729166666668,2.0651041666666665,171.80061643586646,4.805091906685029,33428705.619644843,0.0,129427842.78523444,0.0,3339296.514321888 
 04/05  01:00:00,,,,,,,,,,133396702.26035503,0.0,5993942.771559378 
 04/05  02:00:00,,,,,,,,,,135627454.17045206,0.0,3339296.514321888 
 04/05  03:00:00,,,,,,,,,,137189504.46155256,0.0,3339296.514321888 
 04/05  04:00:00,,,,,,,,,,138790462.0198319,0.0,3657796.9541096115 
 04/05  05:00:00,,,,,,,,,,139479207.98591173,0.0,5675250.56444457 
 04/05  06:00:00,,,,,,,,,,140503811.19315284,0.0,3339296.514321888 
 04/05  07:00:00,,,,,,,,,,138151770.31997323,0.0,6241901.293335479 
 04/05  08:00:00,,,,,,,,,,42205409.00857708,0.0,4463833.343696395 
 04/05  09:00:00,,,,,,,,,,22919396.0272374,0.0,5503555.079917256 
 04/05  10:00:00,,,,,,,,,,4854304.880736201,0.0,6124436.133594548 
 04/05  11:00:00,,,,,,,,,,3197468.8025013604,0.0,6069110.842290238 
 04/05  12:00:00,,,,,,,,,,249415.41320597706,0.0,3339296.514321888 
 04/05  13:00:00,,,,,,,,,,0.0,0.0,6068595.4027195275 
 04/05  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/05  15:00:00,,,,,,,,,,0.0,0.0,6069056.576196983 
 04/05  16:00:00,,,,,,,,,,364690.5597029138,0.0,3339296.514321888 
 04/05  17:00:00,,,,,,,,,,1275924.6287387463,0.0,3339296.514321888 
 04/05  18:00:00,,,,,,,,,,385290.2350891126,0.0,6272893.129419608 
 04/05  19:00:00,,,,,,,,,,15955.912338454164,0.0,6272802.331585782 
 04/05  20:00:00,,,,,,,,,,95135461.85675617,0.0,6272333.851484793 
 04/05  21:00:00,,,,,,,,,,98287284.14003827,0.0,4808040.725913582 
 04/05  22:00:00,,,,,,,,,,96886410.30497293,0.0,4787822.652872097 
 04/05  23:00:00,,,,,,,,,,100324237.3484815,0.0,6241938.498619553 
 04/05  24:00:00,9.195833333333331,8.082291499440998,8.595422570555106,50.299479166666664,18.658854166666668,171.86912003785505,5.142812825504611,35996885.09826696,0.0,102561610.17628992,0.0,6241269.589787088 
 04/06  01:00:00,,,,,,,,,,102153382.11438118,0.0,3339296.514321888 
 04/06  02:00:00,,,,,,,,,,101770324.74727878,0.0,3339296.514321888 
 04/06  03:00:00,,,,,,,,,,100427269.90312994,0.0,3339296.514321888 
 04/06  04:00:00,,,,,,,,,,101748274.586716,0.0,5993994.477833675 
 04/06  05:00:00,,,,,,,,,,103963504.95305625,0.0,3339296.514321888 
 04/06  06:00:00,,,,,,,,,,107753127.08020619,0.0,3339296.514321888 
 04/06  07:00:00,,,,,,,,,,107830282.8239784,0.0,6241630.998821538 
 04/06  08:00:00,,,,,,,,,,18173234.880586978,0.0,6241611.634410416 
 04/06  09:00:00,,,,,,,,,,22048397.80009879,0.0,6407912.027587018 
 04/06  10:00:00,,,,,,,,,,19378415.957769036,0.0,6408487.840096056 
 04/06  11:00:00,,,,,,,,,,11288469.890318772,0.0,3339296.514321888 
 04/06  12:00:00,,,,,,,,,,1502414.8103794174,0.0,3339296.514321888 
 04/06  13:00:00,,,,,,,,,,0.0,0.0,6069227.981499627 
 04/06  14:00:00,,,,,,,,,,67640.35897731126,0.0,3339296.514321888 
 04/06  15:00:00,,,,,,,,,,748088.5807737443,0.0,6069154.3375679925 
 04/06  16:00:00,,,,,,,,,,2801296.0094267167,0.0,3339296.514321888 
 04/06  17:00:00,,,,,,,,,,4274866.625863199,0.0,6068600.340371068 
 04/06  18:00:00,,,,,,,,,,7727544.989055169,0.0,3339296.514321888 
 04/06  19:00:00,,,,,,,,,,10926826.800092986,0.0,6272901.486427765 
 04/06  20:00:00,,,,,,,,,,99011008.12334767,0.0,6272810.649469107 
 04/06  21:00:00,,,,,,,,,,96523782.06244075,0.0,6272363.923807263 
 04/06  22:00:00,,,,,,,,,,92499486.29748514,0.0,3741363.317731252 
 04/06  23:00:00,,,,,,,,,,93838988.15199754,0.0,5839605.652144952 
 04/06  24:00:00,9.593229166666665,7.475520833333334,8.475755571086555,46.005208333333336,11.119791666666666,171.937003339262,5.4789797480557,33651978.573521204,0.0,100265206.74688184,0.0,6241573.836651145 
 04/07  01:00:00,,,,,,,,,,97039003.27485088,0.0,3339296.514321888 
 04/07  02:00:00,,,,,,,,,,95611104.99434198,0.0,3339296.514321888 
 04/07  03:00:00,,,,,,,,,,96601174.79163297,0.0,5993785.07432059 
 04/07  04:00:00,,,,,,,,,,105017650.5990003,0.0,3339296.514321888 
 04/07  05:00:00,,,,,,,,,,106667939.06805786,0.0,3339296.514321888 
 04/07  06:00:00,,,,,,,,,,104427898.88517395,0.0,5993906.702694537 
 04/07  07:00:00,,,,,,,,,,117945254.94532433,0.0,3339296.514321888 
 04/07  08:00:00,,,,,,,,,,57667389.65806547,0.0,6241218.563894179 
 04/07  09:00:00,,,,,,,,,,62540362.71581834,0.0,6407686.326820193 
 04/07  10:00:00,,,,,,,,,,33777961.328024805,0.0,6407849.178095853 
 04/07  11:00:00,,,,,,,,,,11718618.72226584,0.0,3339296.514321888 
 04/07  12:00:00,,,,,,,,,,7398504.778815899,0.0,6069136.677700089 
 04/07  13:00:00,,,,,,,,,,1658681.9429793684,0.0,3339296.514321888 
 04/07  14:00:00,,,,,,,,,,0.0,0.0,6069174.442689292 
 04/07  15:00:00,,,,,,,,,,727207.8610136758,0.0,3339296.514321888 
 04/07  16:00:00,,,,,,,,,,21741276.853591762,0.0,5218696.631141575 
 04/07  17:00:00,,,,,,,,,,28808333.32520543,0.0,4189264.3720451943 
 04/07  18:00:00,,,,,,,,,,33536340.926591612,0.0,6272280.523554951 
 04/07  19:00:00,,,,,,,,,,52618196.73667694,0.0,4665061.6882106885 
 04/07  20:00:00,,,,,,,,,,141242435.75809404,0.0,4946162.838508362 
 04/07  21:00:00,,,,,,,,,,134297533.740606,0.0,6272491.20138772 
 04/07  22:00:00,,,,,,,,,,137115571.28628767,0.0,6241922.770788651 
 04/07  23:00:00,,,,,,,,,,143753567.7028705,0.0,4654336.962719023 
 04/07  24:00:00,8.47083333333333,5.210416666666666,6.8504331560794105,51.705729166666664,174.14583333333334,172.00419372981182,5.813506473662483,33426424.60306373,0.0,154751059.9227762,0.0,4926242.055761222 
 04/08  01:00:00,,,,,,,,,,165143694.6862976,0.0,5659291.0102968 
 04/08  02:00:00,,,,,,,,,,174096637.20149955,0.0,3673703.3816444143 
 04/08  03:00:00,,,,,,,,,,180633544.63403356,0.0,3339296.514321888 
 04/08  04:00:00,,,,,,,,,,195159087.17859805,0.0,3339296.514321888 
 04/08  05:00:00,,,,,,,,,,202610087.43618858,0.0,5993998.593008034 
 04/08  06:00:00,,,,,,,,,,199325901.3235135,0.0,3339296.514321888 
 04/08  07:00:00,,,,,,,,,,202544584.25038195,0.0,6241832.1265433 
 04/08  08:00:00,,,,,,,,,,90328107.88002014,0.0,3339296.514321888 
 04/08  09:00:00,,,,,,,,,,56719004.971345626,0.0,6408132.1193876825 
 04/08  10:00:00,,,,,,,,,,43356494.710731186,0.0,6407706.700527679 
 04/08  11:00:00,,,,,,,,,,42413573.02172489,0.0,6068856.826032752 
 04/08  12:00:00,,,,,,,,,,34098774.715901025,0.0,3339296.514321888 
 04/08  13:00:00,,,,,,,,,,29227903.62912459,0.0,6069198.060161259 
 04/08  14:00:00,,,,,,,,,,27286569.8992166,0.0,3339296.514321888 
 04/08  15:00:00,,,,,,,,,,33821429.237377286,0.0,3339296.514321888 
 04/08  16:00:00,,,,,,,,,,38669775.38986024,0.0,6068832.680760294 
 04/08  17:00:00,,,,,,,,,,38999585.00236965,0.0,3339296.514321888 
 04/08  18:00:00,,,,,,,,,,44844467.57400605,0.0,6272620.424531266 
 04/08  19:00:00,,,,,,,,,,58406385.28795075,0.0,6272914.074798133 
 04/08  20:00:00,,,,,,,,,,161071491.4850915,0.0,6272823.253487305 
 04/08  21:00:00,,,,,,,,,,166823580.5158454,0.0,3339296.514321888 
 04/08  22:00:00,,,,,,,,,,169353710.30516902,0.0,6241430.482343385 
 04/08  23:00:00,,,,,,,,,,170041767.14354885,0.0,6241885.437156197 
 04/08  24:00:00,6.265625,2.3083333333333336,4.433042306117124,93.34375,129.0703125,172.07061949405724,6.146307177216911,35451999.0915363,0.0,176180601.34865308,0.0,5587332.645856803 
 04/09  01:00:00,,,,,,,,,,171409081.91088587,0.0,3936552.5942639774 
 04/09  02:00:00,,,,,,,,,,171154031.04328752,0.0,3339296.514321888 
 04/09  03:00:00,,,,,,,,,,175063605.831432,0.0,3339296.514321888 
 04/09  04:00:00,,,,,,,,,,172195623.7774813,0.0,5993989.0644472 
 04/09  05:00:00,,,,,,,,,,173384368.5940959,0.0,3339296.514321888 
 04/09  06:00:00,,,,,,,,,,172035031.18205163,0.0,3339296.514321888 
 04/09  07:00:00,,,,,,,,,,169583768.45398086,0.0,6241279.150326762 
 04/09  08:00:00,,,,,,,,,,71860908.66070668,0.0,6241968.548217195 
 04/09  09:00:00,,,,,,,,,,59952125.84657841,0.0,6178287.297779403 
 04/09  10:00:00,,,,,,,,,,53097691.42943955,0.0,5504664.366793174 
 04/09  11:00:00,,,,,,,,,,57783623.684697405,0.0,4345164.905031558 
 04/09  12:00:00,,,,,,,,,,56971317.51503828,0.0,3339296.514321888 
 04/09  13:00:00,,,,,,,,,,47856415.08420727,0.0,6068869.568983452 
 04/09  14:00:00,,,,,,,,,,67511160.40844521,0.0,3339296.514321888 
 04/09  15:00:00,,,,,,,,,,52643286.89373043,0.0,6069196.7678315155 
 04/09  16:00:00,,,,,,,,,,40999720.947368816,0.0,3339296.514321888 
 04/09  17:00:00,,,,,,,,,,55796426.730775654,0.0,5591663.2838978255 
 04/09  18:00:00,,,,,,,,,,68691106.3216794,0.0,3852777.986258431 
 04/09  19:00:00,,,,,,,,,,86102252.25587991,0.0,6272200.404106051 
 04/09  20:00:00,,,,,,,,,,202145513.30366558,0.0,6272316.044712102 
 04/09  21:00:00,,,,,,,,,,211436550.5951754,0.0,6272782.694155588 
 04/09  22:00:00,,,,,,,,,,209164354.44886675,0.0,3339296.514321888 
 04/09  23:00:00,,,,,,,,,,201780097.73777896,0.0,6241495.319972776 
 04/09  24:00:00,5.773958333333333,2.178125,4.143700373647818,73.7890625,219.10677083333334,172.13620985889358,6.4772964037891905,34106614.664370455,0.0,199850409.02260756,0.0,6241774.748340361 
 04/10  01:00:00,,,,,,,,,,209629116.05932093,0.0,3339296.514321888 
 04/10  02:00:00,,,,,,,,,,204544083.24058285,0.0,3339296.514321888 
 04/10  03:00:00,,,,,,,,,,199282035.89510933,0.0,5993850.416869696 
 04/10  04:00:00,,,,,,,,,,203355795.38570794,0.0,3339296.514321888 
 04/10  05:00:00,,,,,,,,,,207692084.54947516,0.0,3339296.514321888 
 04/10  06:00:00,,,,,,,,,,208875468.55351055,0.0,3339296.514321888 
 04/10  07:00:00,,,,,,,,,,204048392.29708758,0.0,6241928.747913547 
 04/10  08:00:00,,,,,,,,,,94963086.76818788,0.0,6241276.168796359 
 04/10  09:00:00,,,,,,,,,,70796302.1241321,0.0,6408222.895421084 
 04/10  10:00:00,,,,,,,,,,51234829.629220314,0.0,6407732.711894117 
 04/10  11:00:00,,,,,,,,,,35353620.14731199,0.0,3339296.514321888 
 04/10  12:00:00,,,,,,,,,,27170663.691631787,0.0,6068656.91515138 
 04/10  13:00:00,,,,,,,,,,14950798.364865879,0.0,3339296.514321888 
 04/10  14:00:00,,,,,,,,,,3656511.951254271,0.0,3339296.514321888 
 04/10  15:00:00,,,,,,,,,,1198768.4754199018,0.0,6069225.721178178 
 04/10  16:00:00,,,,,,,,,,1267969.523181717,0.0,3339296.514321888 
 04/10  17:00:00,,,,,,,,,,1341712.3786197226,0.0,6069152.08179231 
 04/10  18:00:00,,,,,,,,,,6558532.510368957,0.0,5695286.438601415 
 04/10  19:00:00,,,,,,,,,,43626212.228376746,0.0,3916410.6944020996 
 04/10  20:00:00,,,,,,,,,,161190653.5292005,0.0,6272085.796236701 
 04/10  21:00:00,,,,,,,,,,170930136.85574564,0.0,6272342.0885537695 
 04/10  22:00:00,,,,,,,,,,195981964.31514996,0.0,6241922.186123807 
 04/10  23:00:00,,,,,,,,,,214168663.99269912,0.0,3339296.514321888 
 04/10  24:00:00,6.306249999999999,1.0098958333333332,4.036812231529742,59.0,285.4166666666667,172.20089504212828,6.8063890638550575,33650302.37768067,0.0,221550481.42707145,0.0,6241283.201661594 
 04/11  01:00:00,,,,,,,,,,221959849.6645258,0.0,3339296.514321888 
 04/11  02:00:00,,,,,,,,,,226564642.3396256,0.0,5993945.590117756 
 04/11  03:00:00,,,,,,,,,,232208081.11959448,0.0,3339296.514321888 
 04/11  04:00:00,,,,,,,,,,233428741.15278074,0.0,3339296.514321888 
 04/11  05:00:00,,,,,,,,,,228545438.8009149,0.0,3339296.514321888 
 04/11  06:00:00,,,,,,,,,,218560069.62058464,0.0,5993700.288118118 
 04/11  07:00:00,,,,,,,,,,215141019.37813526,0.0,3518778.796405101 
 04/11  08:00:00,,,,,,,,,,83164989.58473763,0.0,6061448.2920593005 
 04/11  09:00:00,,,,,,,,,,43569975.39657831,0.0,6408472.590281442 
 04/11  10:00:00,,,,,,,,,,13327298.005003942,0.0,6408325.882454021 
 04/11  11:00:00,,,,,,,,,,0.0,0.0,4679502.571494883 
 04/11  12:00:00,,,,,,,,,,0.0,0.0,4728452.826356154 
 04/11  13:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/11  14:00:00,,,,,,,,,,0.0,0.0,6069145.388365554 
 04/11  15:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/11  16:00:00,,,,,,,,,,0.0,0.0,6069173.820547722 
 04/11  17:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/11  18:00:00,,,,,,,,,,0.0,0.0,6272441.87419953 
 04/11  19:00:00,,,,,,,,,,0.0,0.0,6272947.735213239 
 04/11  20:00:00,,,,,,,,,,77395466.59599611,0.0,3339296.514321888 
 04/11  21:00:00,,,,,,,,,,84287955.57295065,0.0,6272856.940100675 
 04/11  22:00:00,,,,,,,,,,100734828.6041832,0.0,6241423.039247796 
 04/11  23:00:00,,,,,,,,,,109593539.05790004,0.0,6241900.2258721795 
 04/11  24:00:00,8.763020833333332,1.390625,5.322812563923017,50.747395833333336,328.9192708333333,172.2646063022095,7.133500429217282,33428761.33140465,0.0,107830358.18537605,0.0,3339296.514321888 
 04/12  01:00:00,,,,,,,,,,117252340.25244418,0.0,5993942.767344292 
 04/12  02:00:00,,,,,,,,,,132529863.27286866,0.0,3339296.514321888 
 04/12  03:00:00,,,,,,,,,,138496285.15259022,0.0,3339296.514321888 
 04/12  04:00:00,,,,,,,,,,139518775.82388985,0.0,3657702.6460809503 
 04/12  05:00:00,,,,,,,,,,138928492.1305197,0.0,5675344.936164146 
 04/12  06:00:00,,,,,,,,,,160767605.9397343,0.0,3339296.514321888 
 04/12  07:00:00,,,,,,,,,,164781536.00594777,0.0,6241901.288704002 
 04/12  08:00:00,,,,,,,,,,34962280.69191277,0.0,4463802.772730907 
 04/12  09:00:00,,,,,,,,,,1208936.7486196416,0.0,5502714.9741431195 
 04/12  10:00:00,,,,,,,,,,0.0,0.0,6124972.30838467 
 04/12  11:00:00,,,,,,,,,,0.0,0.0,6068821.049163934 
 04/12  12:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/12  13:00:00,,,,,,,,,,0.0,0.0,6068595.369340431 
 04/12  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/12  15:00:00,,,,,,,,,,0.0,0.0,6069058.145633647 
 04/12  16:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/12  17:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/12  18:00:00,,,,,,,,,,0.0,0.0,6272893.004919654 
 04/12  19:00:00,,,,,,,,,,0.0,0.0,6272802.206988392 
 04/12  20:00:00,,,,,,,,,,0.0,0.0,6272452.549889787 
 04/12  21:00:00,,,,,,,,,,1209038.8989359469,0.0,4806440.155778885 
 04/12  22:00:00,,,,,,,,,,17181084.042809695,0.0,4789534.309234869 
 04/12  23:00:00,,,,,,,,,,34221366.9683508,0.0,6241938.305609737 
 04/12  24:00:00,13.200000000000003,5.578645833333333,9.3215630010662,85.29947916666667,164.92447916666666,172.32727598920746,7.458546129697012,35996531.149298355,0.0,62987784.713324875,0.0,6241269.674803287 
 04/13  01:00:00,,,,,,,,,,75804106.89635964,0.0,3339296.514321888 
 04/13  02:00:00,,,,,,,,,,74120294.12451664,0.0,3339296.514321888 
 04/13  03:00:00,,,,,,,,,,75727826.53904043,0.0,3339296.514321888 
 04/13  04:00:00,,,,,,,,,,80395537.16459498,0.0,5993994.299122661 
 04/13  05:00:00,,,,,,,,,,82426206.29805735,0.0,3339296.514321888 
 04/13  06:00:00,,,,,,,,,,82488795.0715715,0.0,3339296.514321888 
 04/13  07:00:00,,,,,,,,,,71842803.2140553,0.0,6241632.1559463255 
 04/13  08:00:00,,,,,,,,,,0.0,0.0,6241308.549115564 
 04/13  09:00:00,,,,,,,,,,0.0,0.0,6407912.635225972 
 04/13  10:00:00,,,,,,,,,,0.0,0.0,6408487.660975173 
 04/13  11:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/13  12:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/13  13:00:00,,,,,,,,,,0.0,0.0,6069227.817757316 
 04/13  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/13  15:00:00,,,,,,,,,,0.0,0.0,6069154.154164197 
 04/13  16:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/13  17:00:00,,,,,,,,,,0.0,0.0,6068600.090028795 
 04/13  18:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/13  19:00:00,,,,,,,,,,0.0,0.0,6272901.293016525 
 04/13  20:00:00,,,,,,,,,,21431838.905997798,0.0,6272810.475982167 
 04/13  21:00:00,,,,,,,,,,41055046.428267635,0.0,6272363.2676640935 
 04/13  22:00:00,,,,,,,,,,54343431.62508182,0.0,3739830.9271008866 
 04/13  23:00:00,,,,,,,,,,73572187.0630571,0.0,5841139.139681978 
 04/13  24:00:00,13.000520833333331,9.748958333333333,11.15715330415424,74.53385416666667,45.651041666666664,172.3888375971244,7.781442150669149,33651705.73362419,0.0,82910627.25853436,0.0,6241572.883196089 
 04/14  01:00:00,,,,,,,,,,95096307.51664335,0.0,3339296.514321888 
 04/14  02:00:00,,,,,,,,,,101257668.95583571,0.0,3339296.514321888 
 04/14  03:00:00,,,,,,,,,,111826804.11363547,0.0,5993781.955814781 
 04/14  04:00:00,,,,,,,,,,120865502.67636518,0.0,3339296.514321888 
 04/14  05:00:00,,,,,,,,,,127898551.68762693,0.0,3339296.514321888 
 04/14  06:00:00,,,,,,,,,,129063533.5808742,0.0,5993910.314554898 
 04/14  07:00:00,,,,,,,,,,122613547.34483194,0.0,3339296.514321888 
 04/14  08:00:00,,,,,,,,,,5275068.186301312,0.0,6241217.767461928 
 04/14  09:00:00,,,,,,,,,,0.0,0.0,6407886.671238741 
 04/14  10:00:00,,,,,,,,,,0.0,0.0,6407912.140542833 
 04/14  11:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/14  12:00:00,,,,,,,,,,0.0,0.0,6069138.828251801 
 04/14  13:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/14  14:00:00,,,,,,,,,,0.0,0.0,6069174.2889948245 
 04/14  15:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/14  16:00:00,,,,,,,,,,0.0,0.0,5216129.322691901 
 04/14  17:00:00,,,,,,,,,,0.0,0.0,4191830.9165178863 
 04/14  18:00:00,,,,,,,,,,0.0,0.0,6272461.69572749 
 04/14  19:00:00,,,,,,,,,,0.0,0.0,4663553.051076949 
 04/14  20:00:00,,,,,,,,,,58456260.58248094,0.0,4947741.569914823 
 04/14  21:00:00,,,,,,,,,,85515063.75011407,0.0,6272492.176292021 
 04/14  22:00:00,,,,,,,,,,97866620.30704607,0.0,6241922.561377306 
 04/14  23:00:00,,,,,,,,,,101913409.5418602,0.0,4652634.378279813 
 04/14  24:00:00,11.805729166666664,8.502083333333333,9.98627814802015,61.955729166666664,262.2890625,172.44922581759457,8.102104831513975,33426889.44594704,0.0,118406230.47409427,0.0,4927944.863686702 
 04/15  01:00:00,,,,,,,,,,143923676.8570082,0.0,5654350.830929398 
 04/15  02:00:00,,,,,,,,,,155861848.95931894,0.0,3678640.4942002823 
 04/15  03:00:00,,,,,,,,,,135521077.4247632,0.0,3339296.514321888 
 04/15  04:00:00,,,,,,,,,,133939843.19419754,0.0,3339296.514321888 
 04/15  05:00:00,,,,,,,,,,140823469.20565274,0.0,5993998.411311766 
 04/15  06:00:00,,,,,,,,,,144310312.45537236,0.0,3339296.514321888 
 04/15  07:00:00,,,,,,,,,,129876260.5509946,0.0,6241833.575818774 
 04/15  08:00:00,,,,,,,,,,20847918.457041062,0.0,3339296.514321888 
 04/15  09:00:00,,,,,,,,,,17888298.46512019,0.0,6408131.190189419 
 04/15  10:00:00,,,,,,,,,,19200005.074865438,0.0,6407706.468083862 
 04/15  11:00:00,,,,,,,,,,20091698.382863592,0.0,6068858.612495329 
 04/15  12:00:00,,,,,,,,,,10754024.553157395,0.0,3339296.514321888 
 04/15  13:00:00,,,,,,,,,,2342804.926936005,0.0,6069197.875993013 
 04/15  14:00:00,,,,,,,,,,1351173.7220511371,0.0,3339296.514321888 
 04/15  15:00:00,,,,,,,,,,1381801.4952253962,0.0,3339296.514321888 
 04/15  16:00:00,,,,,,,,,,234997.23189835384,0.0,6068830.983187029 
 04/15  17:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/15  18:00:00,,,,,,,,,,188179.07943649587,0.0,6272621.597076355 
 04/15  19:00:00,,,,,,,,,,742527.2826948244,0.0,6272913.894893417 
 04/15  20:00:00,,,,,,,,,,96774137.81531,0.0,6272823.061965816 
 04/15  21:00:00,,,,,,,,,,103127762.57326825,0.0,3339296.514321888 
 04/15  22:00:00,,,,,,,,,,112682141.34454997,0.0,6241429.709609482 
 04/15  23:00:00,,,,,,,,,,120090145.70940214,0.0,6241886.95532668 
 04/15  24:00:00,8.714583333333332,5.780208333333334,7.245989281135571,108.375,46.341145833333336,172.50837659501974,8.420450865055145,35450457.683463976,0.0,123110801.35889186,0.0,5585621.479818772 
 04/16  01:00:00,,,,,,,,,,123649564.66768357,0.0,3938115.0775413467 
 04/16  02:00:00,,,,,,,,,,124667757.73374265,0.0,3339296.514321888 
 04/16  03:00:00,,,,,,,,,,148261724.9383672,0.0,3339296.514321888 
 04/16  04:00:00,,,,,,,,,,158615507.83214888,0.0,5993988.994698888 
 04/16  05:00:00,,,,,,,,,,157678811.73276907,0.0,3339296.514321888 
 04/16  06:00:00,,,,,,,,,,157231141.0004192,0.0,3339296.514321888 
 04/16  07:00:00,,,,,,,,,,153759099.48319873,0.0,6241279.083332591 
 04/16  08:00:00,,,,,,,,,,41344677.13864527,0.0,6241968.473831657 
 04/16  09:00:00,,,,,,,,,,7420654.4219144825,0.0,6177896.596106157 
 04/16  10:00:00,,,,,,,,,,0.0,0.0,5503939.49118152 
 04/16  11:00:00,,,,,,,,,,0.0,0.0,4346131.17324768 
 04/16  12:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/16  13:00:00,,,,,,,,,,0.0,0.0,6068870.146163255 
 04/16  14:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/16  15:00:00,,,,,,,,,,0.0,0.0,6069196.696120722 
 04/16  16:00:00,,,,,,,,,,0.0,0.0,3339296.514321888 
 04/16  17:00:00,,,,,,,,,,0.0,0.0,5590696.807426186 
 04/16  18:00:00,,,,,,,,,,0.0,0.0,3853817.172558545 
